% time	cellId	Interference
0.0389286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0389286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0399286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0399286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0409286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0409286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0419286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0419286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0429286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0429286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0439286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0439286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0449286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0449286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0459286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0459286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0469286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0469286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0479286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0479286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0489286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0489286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0499286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0499286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0509286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0509286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0519286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0519286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0529286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0529286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0539286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0539286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0549286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0549286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0559286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0559286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0569286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0569286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0579286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0579286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0589286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0589286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0599286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0599286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0609286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0609286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0619286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0619286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0629286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0629286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0639286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0639286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0649286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0649286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0659286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0659286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0669286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0669286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0679286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0679286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0689286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0689286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0699286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0699286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0709286	1	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
0.0709286	2	1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 1.35324e-20 
